Date,Symbol,Price,Open,High,Low,Vol.,Change %,Sector,Name,Industry
"Jun 30, 2021",2222,31.91,32.00,32.05,31.82,14.45M,-0.57%,Energy,Saudi Aramco,"Oil, Gas & Consumable Fuels"
"Jun 29, 2021",2222,32.09,31.91,32.09,31.82,8.01M,0.57%,Energy,Saudi Aramco,"Oil, Gas & Consumable Fuels"
"Jun 28, 2021",2222,31.91,31.95,31.95,31.86,5.65M,-0.14%,Energy,Saudi Aramco,"Oil, Gas & Consumable Fuels"
"Jun 27, 2021",2222,31.95,32.00,32.00,31.91,7.02M,0.00%,Energy,Saudi Aramco,"Oil, Gas & Consumable Fuels"
"Jun 24, 2021",2222,31.95,32.00,32.05,31.95,5.35M,-0.14%,Energy,Saudi Aramco,"Oil, Gas & Consumable Fuels"
"Jun 23, 2021",2222,32.00,32.09,32.09,32.00,4.48M,-0.28%,Energy,Saudi Aramco,"Oil, Gas & Consumable Fuels"
"Jun 22, 2021",2222,32.09,32.09,32.14,32.05,8.81M,0.00%,Energy,Saudi Aramco,"Oil, Gas & Consumable Fuels"
"Jun 21, 2021",2222,32.09,32.05,32.14,32.05,3.79M,0.00%,Energy,Saudi Aramco,"Oil, Gas & Consumable Fuels"
"Jun 20, 2021",2222,32.09,32.09,32.14,32.05,4.25M,0.14%,Energy,Saudi Aramco,"Oil, Gas & Consumable Fuels"
"Jun 17, 2021",2222,32.05,32.09,32.18,32.05,13.39M,-0.14%,Energy,Saudi Aramco,"Oil, Gas & Consumable Fuels"
"Jun 16, 2021",2222,32.09,32.09,32.18,32.05,4.01M,0.00%,Energy,Saudi Aramco,"Oil, Gas & Consumable Fuels"
"Jun 15, 2021",2222,32.09,32.09,32.14,32.00,5.57M,0.00%,Energy,Saudi Aramco,"Oil, Gas & Consumable Fuels"
"Jun 14, 2021",2222,32.09,32.14,32.18,32.05,6.04M,-0.28%,Energy,Saudi Aramco,"Oil, Gas & Consumable Fuels"
"Jun 13, 2021",2222,32.18,32.18,32.23,32.09,7.28M,0.00%,Energy,Saudi Aramco,"Oil, Gas & Consumable Fuels"
